django.utils.autoreload INFO 2025-02-21 19:38:51,507 autoreload 20648 692 Watching for file changes with StatReloader
django.utils.autoreload DEBUG 2025-02-21 19:38:52,819 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\__init__.py first seen with mtime 1739855743.8911912
django.utils.autoreload DEBUG 2025-02-21 19:38:52,819 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\forms\widgets.py first seen with mtime 1739764112.273803
django.utils.autoreload DEBUG 2025-02-21 19:38:52,819 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\timeouts.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,819 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\contenttypes\models.py first seen with mtime 1739764108.465504
django.utils.autoreload DEBUG 2025-02-21 19:38:52,820 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\policy.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,820 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\glob.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,820 autoreload 20648 692 File F:\python\env\Lib\site-packages\PIL\_version.py first seen with mtime 1739764103.5901754
django.utils.autoreload DEBUG 2025-02-21 19:38:52,820 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\argparse.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,820 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\cache.py first seen with mtime 1739764112.3660302
django.utils.autoreload DEBUG 2025-02-21 19:38:52,820 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\__init__.py first seen with mtime 1739764112.1854534
django.utils.autoreload DEBUG 2025-02-21 19:38:52,820 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\util\request.py first seen with mtime 1739855743.920092
django.utils.autoreload DEBUG 2025-02-21 19:38:52,821 autoreload 20648 692 File F:\python\env\Lib\site-packages\charset_normalizer\md.cp313-win_amd64.pyd first seen with mtime 1739855756.352511
django.utils.autoreload DEBUG 2025-02-21 19:38:52,821 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\copyreg.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,821 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\deconstruct.py first seen with mtime 1739764112.3700418
django.utils.autoreload DEBUG 2025-02-21 19:38:52,821 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\util\timeout.py first seen with mtime 1739855743.9250863
django.utils.autoreload DEBUG 2025-02-21 19:38:52,821 autoreload 20648 692 File F:\python\env\Lib\site-packages\requests\adapters.py first seen with mtime 1739855756.9512165
django.utils.autoreload DEBUG 2025-02-21 19:38:52,821 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\gzip.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,821 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\wsgiref\__init__.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,822 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\files\storage\filesystem.py first seen with mtime 1739764111.9223409
django.utils.autoreload DEBUG 2025-02-21 19:38:52,822 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\triggers\__init__.py first seen with mtime 1740112938.2741137
django.utils.autoreload DEBUG 2025-02-21 19:38:52,822 autoreload 20648 692 File F:\python\env\Lib\site-packages\charset_normalizer\models.py first seen with mtime 1739855756.355509
django.utils.autoreload DEBUG 2025-02-21 19:38:52,822 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\sites\__init__.py first seen with mtime 1739764110.472636
django.utils.autoreload DEBUG 2025-02-21 19:38:52,822 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\calendar.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,822 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\locks.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,822 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\middleware.py first seen with mtime 1739764108.2594733
django.utils.autoreload DEBUG 2025-02-21 19:38:52,822 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\staticfiles\finders.py first seen with mtime 1739764111.737426
django.utils.autoreload DEBUG 2025-02-21 19:38:52,823 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\_queue.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,823 autoreload 20648 692 File F:\python\advocatediary\manage_live.py first seen with mtime 1739762419.0782647
django.utils.autoreload DEBUG 2025-02-21 19:38:52,823 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\management\__init__.py first seen with mtime 1739764112.157363
django.utils.autoreload DEBUG 2025-02-21 19:38:52,823 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\migrations\graph.py first seen with mtime 1739764112.2277572
django.utils.autoreload DEBUG 2025-02-21 19:38:52,823 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\inspect.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,823 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\__init__.py first seen with mtime 1739764112.186453
django.utils.autoreload DEBUG 2025-02-21 19:38:52,823 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1739764112.2322621
django.utils.autoreload DEBUG 2025-02-21 19:38:52,824 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\fields\reverse_related.py first seen with mtime 1739764112.2562897
django.utils.autoreload DEBUG 2025-02-21 19:38:52,824 autoreload 20648 692 File F:\python\env\Lib\site-packages\charset_normalizer\api.py first seen with mtime 1739855756.3495123
django.utils.autoreload DEBUG 2025-02-21 19:38:52,824 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\jobstores\memory.py first seen with mtime 1740112938.260595
django.utils.autoreload DEBUG 2025-02-21 19:38:52,824 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\contenttypes\admin.py first seen with mtime 1739764108.4614835
django.utils.autoreload DEBUG 2025-02-21 19:38:52,824 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\staticfiles\management\commands\runserver.py first seen with mtime 1739764111.7847495
django.utils.autoreload DEBUG 2025-02-21 19:38:52,824 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\password_validation.py first seen with mtime 1739764108.260986
django.utils.autoreload DEBUG 2025-02-21 19:38:52,824 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\zoneinfo\_tzpath.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,824 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\keywords.py first seen with mtime 1739764102.440919
django.utils.autoreload DEBUG 2025-02-21 19:38:52,825 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\cache\backends\__init__.py first seen with mtime 1739764111.8268826
django.utils.autoreload DEBUG 2025-02-21 19:38:52,825 autoreload 20648 692 File F:\python\env\Lib\site-packages\pytz\lazy.py first seen with mtime 1739855742.0473094
django.utils.autoreload DEBUG 2025-02-21 19:38:52,825 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\urls\conf.py first seen with mtime 1739764112.3605273
django.utils.autoreload DEBUG 2025-02-21 19:38:52,825 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\wsgiref\handlers.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,825 autoreload 20648 692 File F:\python\env\Lib\site-packages\pytz\tzfile.py first seen with mtime 1739855742.0497687
django.utils.autoreload DEBUG 2025-02-21 19:38:52,825 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\decorators.py first seen with mtime 1739764107.6173491
django.utils.autoreload DEBUG 2025-02-21 19:38:52,825 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\ctypes\__init__.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,826 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\multiprocessing\connection.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,826 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\constants.py first seen with mtime 1739764112.2402704
django.utils.autoreload DEBUG 2025-02-21 19:38:52,826 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\transports.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,826 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\messages\constants.py first seen with mtime 1739764109.956626
django.utils.autoreload DEBUG 2025-02-21 19:38:52,826 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\queues.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,826 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\_ssl.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,826 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\engine\grouping.py first seen with mtime 1739764102.445917
django.utils.autoreload DEBUG 2025-02-21 19:38:52,827 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\sql\datastructures.py first seen with mtime 1739764112.2633064
django.utils.autoreload DEBUG 2025-02-21 19:38:52,827 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\importlib\metadata\_meta.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,827 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\operator.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,827 autoreload 20648 692 File F:\python\env\Lib\site-packages\pytz\exceptions.py first seen with mtime 1739855742.0463088
django.utils.autoreload DEBUG 2025-02-21 19:38:52,827 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\validators.py first seen with mtime 1739764108.2644904
django.utils.autoreload DEBUG 2025-02-21 19:38:52,827 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\multiprocessing\reduction.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,827 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\http\client.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,828 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\query_utils.py first seen with mtime 1739764112.2472806
django.utils.autoreload DEBUG 2025-02-21 19:38:52,828 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\html.py first seen with mtime 1739764112.3755448
django.utils.autoreload DEBUG 2025-02-21 19:38:52,828 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\pathlib\__init__.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,828 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\options.py first seen with mtime 1739764107.6218545
django.utils.autoreload DEBUG 2025-02-21 19:38:52,828 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\utils\html.py first seen with mtime 1739764225.0072587
django.utils.autoreload DEBUG 2025-02-21 19:38:52,828 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\cache\backends\locmem.py first seen with mtime 1739764111.8333874
django.utils.autoreload DEBUG 2025-02-21 19:38:52,828 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\decimal.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,828 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\exceptions.py first seen with mtime 1739764112.3389516
django.utils.autoreload DEBUG 2025-02-21 19:38:52,829 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\base64mime.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,829 autoreload 20648 692 File F:\python\env\Lib\site-packages\idna\package_data.py first seen with mtime 1739855756.049269
django.utils.autoreload DEBUG 2025-02-21 19:38:52,829 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\_ctypes.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,829 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\base.py first seen with mtime 1739764112.2392719
django.utils.autoreload DEBUG 2025-02-21 19:38:52,829 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\encodings\utf_8_sig.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,829 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\_base_connection.py first seen with mtime 1739855743.8921876
django.utils.autoreload DEBUG 2025-02-21 19:38:52,829 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\streams.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,830 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\bz2.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,830 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\templatetags\__init__.py first seen with mtime 1739764108.0535734
django.utils.autoreload DEBUG 2025-02-21 19:38:52,830 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\contentmanager.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,830 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\_decimal.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,830 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\registry.py first seen with mtime 1739764111.8764465
django.utils.autoreload DEBUG 2025-02-21 19:38:52,830 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\management\commands\__init__.py first seen with mtime 1739764112.1613612
django.utils.autoreload DEBUG 2025-02-21 19:38:52,830 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\coroutines.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,831 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\contenttypes\apps.py first seen with mtime 1739764108.461998
django.utils.autoreload DEBUG 2025-02-21 19:38:52,831 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\views.py first seen with mtime 1739764108.265484
django.utils.autoreload DEBUG 2025-02-21 19:38:52,831 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\forms\boundfield.py first seen with mtime 1739764112.2698052
django.utils.autoreload DEBUG 2025-02-21 19:38:52,831 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\subprocess.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,831 autoreload 20648 692 File F:\python\env\Lib\site-packages\idna\intranges.py first seen with mtime 1739855756.0472748
django.utils.autoreload DEBUG 2025-02-21 19:38:52,831 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\__init__.py first seen with mtime 1739764112.363036
django.utils.autoreload DEBUG 2025-02-21 19:38:52,831 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\defaultfilters.py first seen with mtime 1739764112.3368258
django.utils.autoreload DEBUG 2025-02-21 19:38:52,831 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\security\sessions.py first seen with mtime 1739764111.8853455
django.utils.autoreload DEBUG 2025-02-21 19:38:52,832 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\postgresql\__init__.py first seen with mtime 1739764112.2123492
django.utils.autoreload DEBUG 2025-02-21 19:38:52,832 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\functions\datetime.py first seen with mtime 1739764112.2582886
django.utils.autoreload DEBUG 2025-02-21 19:38:52,832 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\response.py first seen with mtime 1739764112.3414621
django.utils.autoreload DEBUG 2025-02-21 19:38:52,832 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\connection.py first seen with mtime 1739764112.3675382
django.utils.autoreload DEBUG 2025-02-21 19:38:52,832 autoreload 20648 692 File F:\python\env\Lib\site-packages\_virtualenv.py first seen with mtime 1735112201.0987396
django.utils.autoreload DEBUG 2025-02-21 19:38:52,832 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\utils\formatting.py first seen with mtime 1739764225.0072587
django.utils.autoreload DEBUG 2025-02-21 19:38:52,832 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\templatetags\cache.py first seen with mtime 1739764112.3504672
django.utils.autoreload DEBUG 2025-02-21 19:38:52,833 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\management\__init__.py first seen with mtime 1739764108.4477913
django.utils.autoreload DEBUG 2025-02-21 19:38:52,833 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\getpass.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,833 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\constraints.py first seen with mtime 1739764112.2402704
django.utils.autoreload DEBUG 2025-02-21 19:38:52,833 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\multiprocessing\process.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,833 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\re\_parser.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,833 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\backends\base.py first seen with mtime 1739764112.3434565
django.utils.autoreload DEBUG 2025-02-21 19:38:52,833 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\base64.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,833 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\forms\forms.py first seen with mtime 1739764112.270805
django.utils.autoreload DEBUG 2025-02-21 19:38:52,834 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\html\entities.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,834 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\re\__init__.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,834 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\lzma.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,834 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\transaction.py first seen with mtime 1739764112.1854534
django.utils.autoreload DEBUG 2025-02-21 19:38:52,834 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\statistics.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,834 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\module_loading.py first seen with mtime 1739764112.379609
django.utils.autoreload DEBUG 2025-02-21 19:38:52,834 autoreload 20648 692 File F:\python\env\Lib\site-packages\PIL\TiffTags.py first seen with mtime 1739764103.5221455
django.utils.autoreload DEBUG 2025-02-21 19:38:52,835 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\translation\trans_real.py first seen with mtime 1739764112.3885639
django.utils.autoreload DEBUG 2025-02-21 19:38:52,835 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\_opcode_metadata.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,835 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\checks.py first seen with mtime 1739764108.2539694
django.utils.autoreload DEBUG 2025-02-21 19:38:52,835 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\serializers\python.py first seen with mtime 1739764112.181368
django.utils.autoreload DEBUG 2025-02-21 19:38:52,835 autoreload 20648 692 File F:\python\env\Lib\site-packages\charset_normalizer\__init__.py first seen with mtime 1739855756.3471594
django.utils.autoreload DEBUG 2025-02-21 19:38:52,836 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\importlib\resources\readers.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,836 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\opcode.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,836 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\filters\__init__.py first seen with mtime 1739764102.446916
django.utils.autoreload DEBUG 2025-02-21 19:38:52,836 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\sites.py first seen with mtime 1739764107.6223662
django.utils.autoreload DEBUG 2025-02-21 19:38:52,836 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\importlib\metadata\_adapters.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,837 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\importlib\metadata\_text.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,837 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\header.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,837 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\tokenize.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,837 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\triggers\base.py first seen with mtime 1740112938.275111
django.utils.autoreload DEBUG 2025-02-21 19:38:52,837 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\messages\api.py first seen with mtime 1739764109.9556303
django.utils.autoreload DEBUG 2025-02-21 19:38:52,837 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\middleware\common.py first seen with mtime 1739764112.3303225
django.utils.autoreload DEBUG 2025-02-21 19:38:52,838 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\contenttypes\forms.py first seen with mtime 1739764108.46399
django.utils.autoreload DEBUG 2025-02-21 19:38:52,838 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\sysconfig\__init__.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,838 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\http\request.py first seen with mtime 1739764112.327325
django.utils.autoreload DEBUG 2025-02-21 19:38:52,838 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\migrations\operations\__init__.py first seen with mtime 1739764112.2347727
django.utils.autoreload DEBUG 2025-02-21 19:38:52,838 autoreload 20648 692 File F:\python\advocatediary\advocatediary\ecourt_views.py first seen with mtime 1738476638.2198815
django.utils.autoreload DEBUG 2025-02-21 19:38:52,838 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\taskgroups.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,839 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\compatibility\__init__.py first seen with mtime 1739764111.8799505
django.utils.autoreload DEBUG 2025-02-21 19:38:52,839 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\reprlib.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,839 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\lorem_ipsum.py first seen with mtime 1739764112.379609
django.utils.autoreload DEBUG 2025-02-21 19:38:52,839 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\contenttypes\views.py first seen with mtime 1739764108.4664958
django.utils.autoreload DEBUG 2025-02-21 19:38:52,839 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\base\creation.py first seen with mtime 1739764112.1924496
django.utils.autoreload DEBUG 2025-02-21 19:38:52,839 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\_markupbase.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,839 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\base_user.py first seen with mtime 1739764108.2539694
django.utils.autoreload DEBUG 2025-02-21 19:38:52,840 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\headerregistry.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,840 autoreload 20648 692 File F:\python\env\Lib\site-packages\asgiref\current_thread_executor.py first seen with mtime 1739764105.9129202
django.utils.autoreload DEBUG 2025-02-21 19:38:52,840 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\filters.py first seen with mtime 1739764107.6188622
django.utils.autoreload DEBUG 2025-02-21 19:38:52,840 autoreload 20648 692 File F:\python\env\Lib\site-packages\django_apscheduler\models.py first seen with mtime 1740113078.0057378
django.utils.autoreload DEBUG 2025-02-21 19:38:52,840 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\wsgi.py first seen with mtime 1739764111.8223875
django.utils.autoreload DEBUG 2025-02-21 19:38:52,840 autoreload 20648 692 File F:\python\advocatediary\advocatediary\scheduler\scheduler.py first seen with mtime 1740146904.037264
django.utils.autoreload DEBUG 2025-02-21 19:38:52,840 autoreload 20648 692 File F:\python\env\Lib\site-packages\django_apscheduler\admin.py first seen with mtime 1740113078.0037408
django.utils.autoreload DEBUG 2025-02-21 19:38:52,841 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\mimetypes.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,841 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\signals.py first seen with mtime 1739764111.7953317
django.utils.autoreload DEBUG 2025-02-21 19:38:52,841 autoreload 20648 692 File F:\python\env\Lib\site-packages\pytz\tzinfo.py first seen with mtime 1739855742.0497687
django.utils.autoreload DEBUG 2025-02-21 19:38:52,841 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\__init__.py first seen with mtime 1740112938.2498267
django.utils.autoreload DEBUG 2025-02-21 19:38:52,841 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\actions.py first seen with mtime 1739764107.615355
